AUSPOSTID,POSTCODE,LOCATION,STATE,LONGITUDE,LATITUDE
5382,2914,HARRISON,ACT,149.162062,-35.192305
5383,2914,JACKA,ACT,null,null
5384,2914,MONCRIEFF,ACT,149.126988,-35.161254
5385,2914,THROSBY,ACT,null,null
5386,3000,MELBOURNE,VIC,144.9722006,-37.8133386
5387,3001,MELBOURNE,VIC,null,null
5388,3002,EAST MELBOURNE,VIC,144.987811,-37.81664
5389,3003,WEST MELBOURNE,VIC,144.949998,-37.810135
5390,3004,MELBOURNE,VIC,144.976329,-37.8380948
5391,3004,ST KILDA ROAD CENTRAL,VIC,145.4689942,-36.5587997
5392,3004,ST KILDA ROAD MELBOURNE,VIC,null,null
5393,3006,SOUTH WHARF,VIC,144.951411,-37.825294
5394,3006,SOUTHBANK,VIC,144.964424,-37.822861
5395,3008,DOCKLANDS,VIC,144.949343,-37.815984
5396,3010,UNIVERSITY OF MELBOURNE,VIC,null,null
5397,3011,FOOTSCRAY,VIC,144.899587,-37.79977
5398,3011,SEDDON,VIC,144.895486,-37.808769
5399,3011,SEDDON WEST,VIC,144.895486,-37.808769
5400,3012,BROOKLYN,VIC,144.847108,-37.814624
5401,3012,KINGSVILLE,VIC,144.881803,-37.812635
5402,3012,MAIDSTONE,VIC,144.874299,-37.782096
5403,3012,TOTTENHAM,VIC,144.857829,-37.799065
5404,3012,WEST FOOTSCRAY,VIC,144.879924,-37.797701
5405,3013,YARRAVILLE,VIC,144.890919,-37.816691
5406,3013,YARRAVILLE WEST,VIC,144.890919,-37.816691
5407,3015,NEWPORT,VIC,144.883145,-37.842477
5408,3015,SOUTH KINGSVILLE,VIC,144.870742,-37.833627
5409,3015,SPOTSWOOD,VIC,144.885078,-37.82967
5410,3016,WILLIAMSTOWN,VIC,144.897698,-37.856902
5411,3016,WILLIAMSTOWN NORTH,VIC,144.887041,-37.857681
5412,3018,ALTONA,VIC,144.830286,-37.869275
5413,3018,SEAHOLME,VIC,144.843609,-37.867992
5414,3019,BRAYBROOK,VIC,144.852553,-37.786608
5415,3019,ROBINSON,VIC,144.836958,-37.790304
5416,3020,ALBION,VIC,144.819395,-37.775954
5417,3020,GLENGALA,VIC,144.809505,-37.788346
5418,3020,SUNSHINE,VIC,144.832067,-37.784864
5419,3020,SUNSHINE NORTH,VIC,144.830258,-37.768904
5420,3020,SUNSHINE WEST,VIC,144.81845,-37.79983
5421,3021,ALBANVALE,VIC,144.770027,-37.745934
5422,3021,KEALBA,VIC,144.825918,-37.742331
5423,3021,KINGS PARK,VIC,144.780872,-37.734277
5424,3021,ST ALBANS,VIC,144.799626,-37.745063
5425,3022,ARDEER,VIC,144.801752,-37.782716
5426,3022,DEER PARK EAST,VIC,144.8050766,-37.7755903
5427,3023,BURNSIDE,VIC,144.752618,-37.753381
5428,3023,BURNSIDE HEIGHTS,VIC,144.75995,-37.726565
5429,3023,CAIRNLEA,VIC,144.7906484,-37.7585171
5430,3023,CAROLINE SPRINGS,VIC,144.736311,-37.74124
5431,3023,DEER PARK,VIC,144.77472,-37.770312
5432,3023,DEER PARK NORTH,VIC,144.77472,-37.770312
5433,3023,RAVENHALL,VIC,144.738709,-37.766501
5434,3024,MAMBOURIN,VIC,144.5546793,-37.9058177
5435,3024,MANOR LAKES,VIC,null,null
5436,3024,MOUNT COTTRELL,VIC,144.609501,-37.76516
5437,3024,WYNDHAM VALE,VIC,144.629467,-37.891641
5438,3025,ALTONA EAST,VIC,144.830286,-37.869275
5439,3025,ALTONA GATE,VIC,144.828719,-37.8257866
5440,3025,ALTONA NORTH,VIC,144.847677,-37.834708
5441,3026,LAVERTON NORTH,VIC,144.798952,-37.829213
5442,3027,WILLIAMS LANDING,VIC,144.743218,-37.859223
5443,3028,ALTONA MEADOWS,VIC,144.778084,-37.871632
5444,3028,LAVERTON,VIC,144.761748,-37.866939
5445,3028,SEABROOK,VIC,144.75777,-37.877626
5446,3029,HOPPERS CROSSING,VIC,144.700297,-37.882636
5447,3029,TARNEIT,VIC,144.692893,-37.823738
5448,3029,TRUGANINA,VIC,144.748931,-37.825004
5449,3030,COCOROC,VIC,144.582987,-37.969994
5450,3030,DERRIMUT,VIC,144.771097,-37.797549
5451,3030,POINT COOK,VIC,144.753575,-37.900232
5452,3030,QUANDONG,VIC,144.554915,-37.838725
5453,3030,WERRIBEE,VIC,144.657731,-37.903337
5454,3030,WERRIBEE SOUTH,VIC,144.702403,-37.923259
5455,3031,FLEMINGTON,VIC,144.931472,-37.788375
5456,3031,KENSINGTON,VIC,144.929217,-37.794333
5457,3032,ASCOT VALE,VIC,144.923377,-37.77583
5458,3032,HIGHPOINT CITY,VIC,144.8882509,-37.7742904
5459,3032,MARIBYRNONG,VIC,144.886116,-37.772229
5460,3032,TRAVANCORE,VIC,144.929915,-37.777773
5461,3033,KEILOR EAST,VIC,144.864898,-37.733998
5462,3034,AVONDALE HEIGHTS,VIC,144.865093,-37.769459
5463,3036,KEILOR,VIC,144.834166,-37.718965
5464,3036,KEILOR NORTH,VIC,144.8016402,-37.6875334
5465,3037,CALDER PARK,VIC,144.763357,-37.677583
5466,3037,DELAHEY,VIC,144.780474,-37.715579
5467,3037,HILLSIDE,VIC,144.74002,-37.691437
5468,3037,SYDENHAM,VIC,144.764617,-37.70004
5469,3037,TAYLORS HILL,VIC,144.766791,-37.710381
5470,3038,KEILOR DOWNS,VIC,144.811346,-37.725726
5471,3038,KEILOR LODGE,VIC,144.797032,-37.695768
5472,3038,TAYLORS LAKES,VIC,144.78766,-37.698758
5473,3038,WATERGARDENS,VIC,145.4689942,-36.5587997
5474,3039,MOONEE PONDS,VIC,144.919786,-37.766592
5475,3040,ABERFELDIE,VIC,144.896259,-37.75669
5476,3040,ESSENDON,VIC,144.917407,-37.754973
5477,3040,ESSENDON WEST,VIC,144.888271,-37.753802
5478,3041,CROSS KEYS,VIC,null,null
5479,3041,ESSENDON FIELDS,VIC,145.4689942,-36.5587997
5480,3041,ESSENDON NORTH,VIC,144.909853,-37.744374
5481,3041,STRATHMORE,VIC,144.919176,-37.735876
5482,3041,STRATHMORE HEIGHTS,VIC,144.897568,-37.716678
5483,3042,AIRPORT WEST,VIC,144.887037,-37.711698
5484,3042,KEILOR PARK,VIC,144.850373,-37.72465
5485,3042,NIDDRIE,VIC,144.889072,-37.736031
5486,3042,NIDDRIE NORTH,VIC,null,null
5487,3043,GLADSTONE PARK,VIC,144.883628,-37.68861
5488,3043,GOWANBRAE,VIC,144.894885,-37.706316
5489,3043,TULLAMARINE,VIC,144.882698,-37.68656
5490,3044,PASCOE VALE,VIC,144.939122,-37.727568
5491,3044,PASCOE VALE SOUTH,VIC,144.945722,-37.739198
5492,3045,MELBOURNE AIRPORT,VIC,144.848941,-37.669816
5493,3046,GLENROY,VIC,144.915758,-37.704581
5494,3046,HADFIELD,VIC,144.93832,-37.707238
5495,3046,OAK PARK,VIC,144.919959,-37.71817
5496,3047,BROADMEADOWS,VIC,144.921009,-37.680792
5497,3047,DALLAS,VIC,144.931141,-37.673333
5498,3047,JACANA,VIC,144.915729,-37.690301
5499,3048,COOLAROO,VIC,144.930466,-37.651811
5500,3048,MEADOW HEIGHTS,VIC,144.922104,-37.64986
5501,3049,ATTWOOD,VIC,144.88529,-37.667515
5502,3049,WESTMEADOWS,VIC,144.90086,-37.673551
5503,3050,ROYAL MELBOURNE HOSPITAL,VIC,null,null
5504,3051,HOTHAM HILL,VIC,144.953349,-37.800499
5505,3051,NORTH MELBOURNE,VIC,144.94816,-37.802889
5506,3052,MELBOURNE UNIVERSITY,VIC,144.9625603,-37.7972199
5507,3052,PARKVILLE,VIC,144.955703,-37.793054
5508,3053,CARLTON,VIC,144.97012,-37.797442
5509,3053,CARLTON SOUTH,VIC,144.97012,-37.797442
5510,3054,CARLTON NORTH,VIC,144.969747,-37.784337
5511,3054,PRINCES HILL,VIC,144.962792,-37.780995
5512,3055,BRUNSWICK SOUTH,VIC,144.9412252,-37.7647375
5513,3055,BRUNSWICK WEST,VIC,144.943778,-37.764829
5514,3055,MOONEE VALE,VIC,144.9412252,-37.7647375
5515,3055,MORELAND WEST,VIC,144.961827,-37.748315
5516,3056,BRUNSWICK,VIC,144.962137,-37.767052
5517,3056,BRUNSWICK LOWER,VIC,144.98142,-37.783117
5518,3056,BRUNSWICK NORTH,VIC,144.9618737,-37.766141
5519,3057,BRUNSWICK EAST,VIC,144.973254,-37.77285
5520,3057,SUMNER,VIC,144.98034,-37.772232
5521,3058,BATMAN,VIC,144.963034,-37.73451
5522,3058,COBURG,VIC,144.966279,-37.743188
5523,3058,COBURG NORTH,VIC,144.971699,-37.730842
5524,3058,MERLYNSTON,VIC,144.96131,-37.720932
5525,3058,MORELAND,VIC,144.961827,-37.748315
5526,3059,GREENVALE,VIC,144.881776,-37.640043
5527,3060,FAWKNER,VIC,144.965649,-37.701696
5528,3061,CAMPBELLFIELD,VIC,144.957371,-37.683591
5529,3062,SOMERTON,VIC,144.954881,-37.643766
5530,3063,OAKLANDS JUNCTION,VIC,144.839244,-37.629826
5531,3063,YUROKE,VIC,144.879406,-37.589589
5532,3064,CRAIGIEBURN,VIC,144.941287,-37.598975
5533,3064,DONNYBROOK,VIC,144.963579,-37.542028
5534,3064,KALKALLO,VIC,144.947106,-37.529372
5535,3064,MICKLEHAM,VIC,144.879078,-37.560864
5536,3064,ROXBURGH PARK,VIC,144.932604,-37.636795
5537,3065,FITZROY,VIC,144.978128,-37.800359
5538,3066,COLLINGWOOD,VIC,144.983506,-37.803459
5539,3066,COLLINGWOOD NORTH,VIC,144.9852795,-37.8021272
5540,3067,ABBOTSFORD,VIC,145.0004288,-37.8032938
5541,3068,CLIFTON HILL,VIC,144.992067,-37.788118
5542,3068,FITZROY NORTH,VIC,144.984688,-37.7834
5543,3070,NORTHCOTE,VIC,144.999029,-37.769354
5544,3070,NORTHCOTE SOUTH,VIC,144.999029,-37.769354
5545,3071,THORNBURY,VIC,145.000449,-37.759563
5546,3072,GILBERTON,VIC,144.9742555,-37.7413709
5547,3072,NORTHLAND CENTRE,VIC,145.028243,-37.748374
5548,3072,PRESTON,VIC,145.003883,-37.738793
5549,3072,PRESTON LOWER,VIC,145.075526,-37.7630238
5550,3072,PRESTON SOUTH,VIC,145.0080094,-37.7418014
5551,3072,PRESTON WEST,VIC,145.0080094,-37.7418014
5552,3072,REGENT WEST,VIC,144.998433,-37.730104
5553,3073,RESERVOIR,VIC,145.006665,-37.716384
5554,3074,THOMASTOWN,VIC,145.013845,-37.680248
5555,3075,LALOR,VIC,145.016559,-37.665568
5556,3076,EPPING,VIC,145.025149,-37.649634
5557,3078,ALPHINGTON,VIC,145.03116,-37.780767
5558,3078,FAIRFIELD,VIC,145.018479,-37.776946
5559,3079,IVANHOE,VIC,145.041425,-37.76964
5560,3079,IVANHOE EAST,VIC,145.059401,-37.77283
5561,3079,IVANHOE NORTH,VIC,145.041425,-37.76964
5562,3081,BELLFIELD,VIC,145.045449,-37.751819
5563,3081,HEIDELBERG HEIGHTS,VIC,145.048873,-37.742268
5564,3081,HEIDELBERG RGH,VIC,145.4689942,-36.5587997
5565,3081,HEIDELBERG WEST,VIC,145.0414,-37.74944
5566,3082,MILL PARK,VIC,145.060693,-37.667957
5567,3083,BUNDOORA,VIC,145.071967,-37.70132
5568,3083,KINGSBURY,VIC,145.035103,-37.714064
5569,3083,LA TROBE UNIVERSITY,VIC,145.0465813,-37.72165
5570,3084,BANYULE,VIC,145.08793,-37.7442195
5571,3084,EAGLEMONT,VIC,145.068208,-37.762519
5572,3084,HEIDELBERG,VIC,145.067145,-37.756341
5573,3084,ROSANNA,VIC,145.065044,-37.742893
5574,3084,VIEWBANK,VIC,145.096424,-37.739262
5575,3085,MACLEOD,VIC,145.068457,-37.726038
5576,3085,MACLEOD WEST,VIC,145.068457,-37.726038
5577,3085,YALLAMBIE,VIC,145.102309,-37.727482
5578,3086,LA TROBE UNIVERSITY,VIC,null,null
5579,3087,WATSONIA,VIC,145.082098,-37.712531
5580,3087,WATSONIA NORTH,VIC,145.084586,-37.698352
5581,3088,BRIAR HILL,VIC,145.120135,-37.709483
5582,3088,GREENSBOROUGH,VIC,145.103024,-37.704622
5583,3088,ST HELENA,VIC,145.130847,-37.690585
5584,3089,DIAMOND CREEK,VIC,145.158908,-37.67414
5585,3090,PLENTY,VIC,145.123257,-37.670517
5586,3091,YARRAMBAT,VIC,145.137075,-37.639981
5587,3093,LOWER PLENTY,VIC,145.118274,-37.738396
5588,3094,MONTMORENCY,VIC,145.121028,-37.717549
5589,3095,ELTHAM,VIC,145.148537,-37.71383
5590,3095,ELTHAM NORTH,VIC,145.147506,-37.69401
5591,3095,RESEARCH,VIC,145.180636,-37.703602
5592,3096,WATTLE GLEN,VIC,145.181883,-37.665071
5593,3097,BEND OF ISLANDS,VIC,145.284134,-37.697232
5594,3097,KANGAROO GROUND,VIC,145.215528,-37.692032
5595,3097,WATSONS CREEK,VIC,145.256526,-37.67058
5596,3099,ARTHURS CREEK,VIC,145.218156,-37.587697
5597,3099,COTTLES BRIDGE,VIC,145.216671,-37.625074
5598,3099,HURSTBRIDGE,VIC,145.192477,-37.640166
5599,3099,NUTFIELD,VIC,145.173559,-37.610518
5600,3099,STRATHEWEN,VIC,145.2666667,-37.55
5601,3101,COTHAM,VIC,145.046241,-37.808652
5602,3101,KEW,VIC,145.034222,-37.80556
5603,3102,KEW EAST,VIC,145.050717,-37.792509
5604,3103,BALWYN,VIC,145.081354,-37.812845
5605,3103,BALWYN EAST,VIC,145.081354,-37.812845
5606,3103,DEEPDENE,VIC,145.06181,-37.813281
5607,3103,STRADBROKE PARK,VIC,null,null
5608,3104,BALWYN NORTH,VIC,145.071727,-37.792835
5609,3104,GREYTHORN,VIC,145.098434,-37.796947
5610,3105,BULLEEN,VIC,145.0879357,-37.7688413
5611,3106,TEMPLESTOWE,VIC,145.13392,-37.759616
5612,3107,TEMPLESTOWE LOWER,VIC,145.117873,-37.768882
5613,3108,DONCASTER,VIC,145.124559,-37.785666
5614,3109,DONCASTER EAST,VIC,145.171056,-37.790173
5615,3109,DONCASTER HEIGHTS,VIC,145.159238,-37.788893
5616,3111,DONVALE,VIC,145.181448,-37.784758
5617,3113,NORTH WARRANDYTE,VIC,145.221282,-37.731758
5618,3113,WARRANDYTE,VIC,145.22314,-37.736915
5619,3114,PARK ORCHARDS,VIC,145.217603,-37.779002
5620,3115,WONGA PARK,VIC,145.270483,-37.738666
5621,3116,CHIRNSIDE PARK,VIC,145.316107,-37.75816
5622,3121,BURNLEY,VIC,145.007098,-37.826869
5623,3121,BURNLEY NORTH,VIC,145.007098,-37.826869
5624,3121,CREMORNE,VIC,144.990346,-37.829719
5625,3121,RICHMOND,VIC,144.999181,-37.818587
5626,3121,RICHMOND EAST,VIC,144.999181,-37.818587
5627,3121,RICHMOND NORTH,VIC,144.999181,-37.818587
5628,3121,RICHMOND SOUTH,VIC,144.999181,-37.818587
5629,3122,AUBURN SOUTH,VIC,145.043548,-37.830441
5630,3122,GLENFERRIE SOUTH,VIC,145.034675,-37.826308
5631,3122,HAWTHORN,VIC,145.022017,-37.821023
5632,3122,HAWTHORN NORTH,VIC,145.022017,-37.821023
5633,3122,HAWTHORN WEST,VIC,145.022017,-37.821023
5634,3123,AUBURN,VIC,145.043548,-37.830441
5635,3123,HAWTHORN EAST,VIC,145.052097,-37.834855
5636,3124,CAMBERWELL,VIC,145.057957,-37.824818
5637,3124,CAMBERWELL NORTH,VIC,145.074151,-37.8352733
5638,3124,CAMBERWELL SOUTH,VIC,145.074151,-37.8352733
5639,3124,CAMBERWELL WEST,VIC,145.074151,-37.8352733
5640,3124,HARTWELL,VIC,145.076809,-37.844933
5641,3124,MIDDLE CAMBERWELL,VIC,145.056955,-37.844
5642,3125,BENNETTSWOOD,VIC,145.1148237,-37.845868
5643,3125,BURWOOD,VIC,145.095622,-37.850389
5644,3125,SURREY HILLS SOUTH,VIC,145.097412,-37.825077
5645,3126,CAMBERWELL EAST,VIC,145.0727702,-37.8245215
5646,3126,CANTERBURY,VIC,145.081816,-37.824803
5647,3127,MONT ALBERT,VIC,145.104996,-37.821232
5648,3127,SURREY HILLS,VIC,145.097412,-37.825077
5649,3127,SURREY HILLS NORTH,VIC,145.097412,-37.825077
5650,3128,BOX HILL,VIC,145.119314,-37.817455
5651,3128,BOX HILL CENTRAL,VIC,145.120194,-37.821155
5652,3128,BOX HILL SOUTH,VIC,145.121843,-37.828744
5653,3128,HOUSTON,VIC,145.130113,-37.844706
5654,3128,WATTLE PARK,VIC,145.1003435,-37.8392224
5655,3129,BOX HILL NORTH,VIC,145.126869,-37.801761
5656,3129,KERRIMUIR,VIC,145.136413,-37.805767
5657,3129,MONT ALBERT NORTH,VIC,145.11205,-37.807247
5658,3130,BLACKBURN,VIC,145.153852,-37.819374
5659,3130,BLACKBURN NORTH,VIC,145.1521,-37.810403
5660,3130,BLACKBURN SOUTH,VIC,145.146719,-37.831666
5661,3130,LABURNUM,VIC,145.145303,-37.821142
5662,3131,BRENTFORD SQUARE,VIC,145.183948,-37.837379
5663,3131,FOREST HILL,VIC,145.166527,-37.834099
5664,3131,NUNAWADING,VIC,145.175726,-37.820037
5665,3132,MITCHAM,VIC,145.193756,-37.817382
5666,3132,MITCHAM NORTH,VIC,145.1983072,-37.81779
5667,3132,RANGEVIEW,VIC,145.201166,-37.804779
5668,3133,VERMONT,VIC,145.194651,-37.836235
5669,3133,VERMONT SOUTH,VIC,145.183576,-37.856647
5670,3134,HEATHWOOD,VIC,145.257929,-37.823058
5671,3134,RINGWOOD,VIC,145.227362,-37.81402
5672,3134,RINGWOOD NORTH,VIC,145.2356,-37.787064
5673,3134,WARRANDYTE SOUTH,VIC,145.233973,-37.759339
5674,3134,WARRANWOOD,VIC,145.2483,-37.774017
5675,3135,BEDFORD ROAD,VIC,145.246821,-37.821004
5676,3135,HEATHMONT,VIC,145.244356,-37.830334
5677,3135,RINGWOOD EAST,VIC,145.247551,-37.812999
5678,3136,CROYDON,VIC,145.280685,-37.798729
5679,3136,CROYDON HILLS,VIC,145.27557,-37.774437
5680,3136,CROYDON NORTH,VIC,145.294691,-37.770695
5681,3136,CROYDON SOUTH,VIC,145.269481,-37.811967
5682,3137,KILSYTH,VIC,145.312198,-37.802304
5683,3137,KILSYTH SOUTH,VIC,145.302768,-37.829539
5684,3138,MOOROOLBARK,VIC,145.310817,-37.786116
5685,3139,BEENAK,VIC,145.538569,-37.795679
5686,3139,DON VALLEY,VIC,145.587606,-37.75689
5687,3139,HODDLES CREEK,VIC,145.597894,-37.828887
5688,3139,LAUNCHING PLACE,VIC,145.566625,-37.780668
5689,3139,SEVILLE,VIC,145.460734,-37.777197
5690,3139,SEVILLE EAST,VIC,145.495905,-37.775456
5691,3139,WANDIN EAST,VIC,145.46037,-37.815707
5692,3139,WANDIN NORTH,VIC,145.414182,-37.771838
5693,3139,WOORI YALLOCK,VIC,145.530363,-37.780019
5694,3139,YELLINGBO,VIC,145.508258,-37.813485
5695,3140,LILYDALE,VIC,145.35319,-37.75757
5696,3141,SOUTH YARRA,VIC,144.989756,-37.838749
5697,3142,HAWKSBURN,VIC,145.0183369,-37.8418377
5698,3142,TOORAK,VIC,145.009983,-37.841217
5699,3143,ARMADALE,VIC,145.01914,-37.855316
5700,3143,ARMADALE NORTH,VIC,145.01914,-37.855316
5701,3144,KOOYONG,VIC,145.032101,-37.840702
5702,3144,MALVERN,VIC,145.028508,-37.861427
5703,3144,MALVERN NORTH,VIC,145.028508,-37.861427
5704,3145,CAULFIELD EAST,VIC,145.041976,-37.875412
5705,3145,CENTRAL PARK,VIC,145.0486485,-37.8667079
5706,3145,DARLING,VIC,145.059305,-37.877328
5707,3145,DARLING SOUTH,VIC,145.059305,-37.877328
5708,3145,MALVERN EAST,VIC,145.067892,-37.87837
5709,3145,WATTLETREE ROAD PO,VIC,145.4689942,-36.5587997
5710,3146,GLEN IRIS,VIC,145.057102,-37.860088
5711,3146,TOORONGA,VIC,null,null
5712,3147,ASHBURTON,VIC,145.07942,-37.863393
5713,3147,ASHWOOD,VIC,145.093061,-37.864686
5714,3148,CHADSTONE,VIC,145.099195,-37.881383
5715,3148,CHADSTONE CENTRE,VIC,145.0831083,-37.8865468
5716,3148,HOLMESGLEN,VIC,145.091587,-37.874223
5717,3148,JORDANVILLE,VIC,145.112084,-37.8736
5718,3149,MOUNT WAVERLEY,VIC,145.129008,-37.876095
5719,3149,PINEWOOD,VIC,145.1393079,-37.8888972
5720,3149,SYNDAL,VIC,145.149446,-37.876231
5721,3150,BRANDON PARK,VIC,145.168834,-37.914383
5722,3150,GLEN WAVERLEY,VIC,145.166222,-37.877631
5723,3150,WHEELERS HILL,VIC,145.188659,-37.909349
5724,3151,BURWOOD EAST,VIC,145.151909,-37.852805
5725,3151,BURWOOD HEIGHTS,VIC,145.201288,-37.859377
5726,3152,KNOX CITY CENTRE,VIC,145.2418035,-37.868791
5727,3152,STUDFIELD,VIC,145.4689942,-36.5587997
5728,3152,WANTIRNA,VIC,145.228757,-37.847915
5729,3152,WANTIRNA SOUTH,VIC,145.235211,-37.868979
5730,3153,BAYSWATER,VIC,145.266725,-37.84126
5731,3153,BAYSWATER NORTH,VIC,145.275095,-37.8303
5732,3154,THE BASIN,VIC,145.315437,-37.855266
5733,3155,BORONIA,VIC,145.287034,-37.862721
5734,3156,FERNTREE GULLY,VIC,145.295404,-37.883019
5735,3156,LYSTERFIELD,VIC,145.282079,-37.922602
5736,3156,LYSTERFIELD SOUTH,VIC,145.282396,-37.960533
5737,3156,MOUNTAIN GATE,VIC,145.273576,-37.890107
5738,3156,UPPER FERNTREE GULLY,VIC,145.310777,-37.893513
5739,3158,UPWEY,VIC,145.332167,-37.903911
5740,3159,MENZIES CREEK,VIC,145.403546,-37.921323
5741,3159,SELBY,VIC,145.372016,-37.915182
5742,3160,BELGRAVE,VIC,145.355075,-37.908422
5743,3160,BELGRAVE HEIGHTS,VIC,145.352597,-37.926012
5744,3160,BELGRAVE SOUTH,VIC,145.356068,-37.941795
5745,3160,TECOMA,VIC,145.343987,-37.906626
5746,3161,CAULFIELD JUNCTION,VIC,145.4689942,-36.5587997
5747,3161,CAULFIELD NORTH,VIC,145.024725,-37.872667
5748,3162,CAULFIELD,VIC,145.026806,-37.880479
5749,3162,CAULFIELD SOUTH,VIC,145.021979,-37.886903
5750,3162,HOPETOUN GARDENS,VIC,145.0105867,-37.8866395
5751,3163,BOORAN ROAD PO,VIC,145.4689942,-36.5587997
5752,3163,CARNEGIE,VIC,145.058121,-37.889336
5753,3163,GLEN HUNTLY,VIC,145.040629,-37.889239
5754,3163,MURRUMBEENA,VIC,145.067589,-37.89069
5755,3164,DANDENONG SOUTH,VIC,null,null
5756,3165,BENTLEIGH EAST,VIC,145.053074,-37.920382
5757,3166,HUGHESDALE,VIC,145.076545,-37.895763
5758,3166,HUNTINGDALE,VIC,145.103841,-37.909347
5759,3166,OAKLEIGH,VIC,145.087116,-37.899854
5760,3166,OAKLEIGH EAST,VIC,145.105574,-37.900071
5761,3167,OAKLEIGH SOUTH,VIC,145.0989646,-37.9193474
5762,3168,CLAYTON,VIC,145.119662,-37.925488
5763,3168,NOTTING HILL,VIC,145.145776,-37.901596
5764,3169,CLARINDA,VIC,145.10244,-37.941228
5765,3169,CLAYTON SOUTH,VIC,145.126625,-37.939215
5766,3170,MULGRAVE,VIC,145.156538,-37.930492
5767,3170,WAVERLEY GARDENS,VIC,145.189262,-37.924584
5768,3171,SANDOWN VILLAGE,VIC,145.156052,-37.950733
5769,3171,SPRINGVALE,VIC,145.152554,-37.950855
5770,3172,DINGLEY VILLAGE,VIC,145.119941,-37.973323
5771,3172,SPRINGVALE SOUTH,VIC,145.148499,-37.97103
5772,3173,KEYSBOROUGH,VIC,145.17544,-37.994502
5773,3174,NOBLE PARK,VIC,145.176167,-37.967254
5774,3174,NOBLE PARK NORTH,VIC,145.192117,-37.9547
5775,3175,BANGHOLME,VIC,145.179482,-38.033107
5776,3175,DANDENONG,VIC,145.214317,-37.987271
5777,3175,DANDENONG EAST,VIC,145.214317,-37.987271
5778,3175,DANDENONG NORTH,VIC,145.205645,-37.965724
5779,3175,DANDENONG SOUTH,VIC,145.201711,-38.034031
5780,3175,DUNEARN,VIC,145.202509,-37.967601
5781,3176,SCORESBY BC,VIC,null,null
5782,3177,DOVETON,VIC,145.240156,-37.995245
5783,3177,EUMEMMERRING,VIC,145.250273,-37.997711
5784,3178,ROWVILLE,VIC,145.235014,-37.917707
5785,3179,SCORESBY,VIC,145.223161,-37.8975806
5786,3180,KNOXFIELD,VIC,145.250271,-37.894843
5787,3181,PRAHRAN,VIC,144.993714,-37.849577
5788,3181,PRAHRAN EAST,VIC,144.993714,-37.849577
5789,3181,WINDSOR,VIC,144.9922,-37.856159
5790,3182,ST KILDA,VIC,144.978814,-37.867573
5791,3182,ST KILDA SOUTH,VIC,144.978814,-37.867573
5792,3182,ST KILDA WEST,VIC,144.972523,-37.860901
5793,3183,BALACLAVA,VIC,144.995478,-37.869023
5794,3183,ST KILDA EAST,VIC,145.000047,-37.866458
5795,3184,BRIGHTON ROAD,VIC,144.995965,-37.882157
5796,3184,ELWOOD,VIC,144.982313,-37.882191
5797,3185,ELSTERNWICK,VIC,145.004153,-37.884724
5798,3185,GARDENVALE,VIC,145.005249,-37.896915
5799,3185,RIPPONLEA,VIC,144.996194,-37.876692
5800,3186,BRIGHTON,VIC,144.991682,-37.913149
5801,3186,BRIGHTON NORTH,VIC,145.001899,-37.903864
5802,3186,DENDY,VIC,144.9968265,-37.919885
5803,3186,WERE STREET PO,VIC,144.996084,-37.925187
5804,3187,BRIGHTON EAST,VIC,145.019229,-37.901363
5805,3187,NORTH ROAD,VIC,145.015819,-37.900956
5806,3188,HAMPTON,VIC,145.003202,-37.933803
5807,3188,HAMPTON EAST,VIC,145.034175,-37.933603
5808,3188,HAMPTON NORTH,VIC,145.034821,-37.927012
5809,3189,MOORABBIN,VIC,145.038504,-37.933497
5810,3189,MOORABBIN EAST,VIC,145.0576104,-37.9417543
5811,3189,WISHART,VIC,145.02673,-37.937122
5812,3190,HIGHETT,VIC,145.042472,-37.948812
5813,3191,SANDRINGHAM,VIC,145.0148934,-37.9533959
5814,3192,CHELTENHAM,VIC,145.055873,-37.96451
5815,3192,CHELTENHAM EAST,VIC,145.0576142,-37.9622894
5816,3192,SOUTHLAND CENTRE,VIC,145.0555393,-37.9589029
5817,3193,BEAUMARIS,VIC,145.032876,-37.986285
5818,3193,BLACK ROCK,VIC,145.01658,-37.973503
5819,3193,BLACK ROCK NORTH,VIC,145.01658,-37.973503
5820,3193,CROMER,VIC,145.0451,-37.98452
5821,3194,MENTONE,VIC,145.0649,-37.982859
5822,3194,MENTONE EAST,VIC,145.0649,-37.982859
5823,3194,MOORABBIN AIRPORT,VIC,145.1017225,-37.9786237
5824,3195,ASPENDALE,VIC,145.101908,-38.026479
5825,3195,ASPENDALE GARDENS,VIC,145.118374,-38.023456
5826,3195,BRAESIDE,VIC,145.112478,-38.008295
5827,3195,MORDIALLOC,VIC,145.086849,-38.007154
5828,3195,PARKDALE,VIC,145.075479,-37.992659
5829,3195,WATERWAYS,VIC,145.110473,-38.008051
5830,3196,BONBEACH,VIC,145.119404,-38.062472
5831,3196,CHELSEA,VIC,145.115941,-38.052346
5832,3196,CHELSEA HEIGHTS,VIC,145.135901,-38.045473
5833,3196,EDITHVALE,VIC,145.107846,-38.037415
5834,3197,CARRUM,VIC,145.123205,-38.076364
5835,3197,PATTERSON LAKES,VIC,145.144762,-38.067368
5836,3198,SEAFORD,VIC,145.126482,-38.102679
5837,3199,FRANKSTON,VIC,145.122477,-38.145001
